epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2823.31,1.11424,0.50476,0.90639,0.89734,0.97117,0.96356,0.46703,1.79958,0.63939,1.06738,0.0002279,0.0002279,0.0002279
181,2838.76,1.15941,0.54438,0.88983,0.93108,0.93056,0.96459,0.46487,1.81079,0.64635,1.07233,0.000218,0.000218,0.000218
182,2854.25,1.16975,0.54322,0.91721,0.91345,0.93056,0.95679,0.46277,1.81274,0.64965,1.07356,0.0002081,0.0002081,0.0002081
183,2869.67,1.11994,0.51872,0.90208,0.89522,0.94935,0.95697,0.46912,1.79867,0.64789,1.07035,0.0001982,0.0001982,0.0001982
184,2885.31,1.16919,0.53706,0.88201,0.8939,0.93619,0.95624,0.46121,1.78768,0.65701,1.07415,0.0001883,0.0001883,0.0001883
185,2901.64,1.14838,0.54364,0.88866,0.89375,0.94444,0.95703,0.45574,1.78863,0.66052,1.07774,0.0001784,0.0001784,0.0001784
186,2917.13,1.10476,0.50424,0.9132,0.88977,0.93056,0.9578,0.45059,1.79773,0.6623,1.0814,0.0001685,0.0001685,0.0001685
187,2932.7,1.15377,0.51837,0.91577,0.8948,0.93056,0.95864,0.4456,1.81379,0.66489,1.08492,0.0001586,0.0001586,0.0001586
188,2948.18,1.12117,0.50911,0.92512,0.91946,0.95133,0.97233,0.45218,1.83582,0.65776,1.09091,0.0001487,0.0001487,0.0001487
189,2963.64,1.12394,0.49781,0.91802,0.91962,0.95833,0.97241,0.4472,1.83725,0.64934,1.09261,0.0001388,0.0001388,0.0001388
190,2979.38,1.09004,0.50607,0.87998,0.91851,0.93932,0.96148,0.44508,1.83587,0.64291,1.0947,0.0001289,0.0001289,0.0001289
191,2995.07,1.16373,0.5655,0.95541,0.91854,0.93969,0.96213,0.43739,1.83622,0.64067,1.0976,0.000119,0.000119,0.000119
192,3010.46,1.09107,0.55531,0.89922,0.9181,0.93424,0.9656,0.43098,1.85664,0.65874,1.10514,0.0001091,0.0001091,0.0001091
193,3033.72,1.06873,0.52227,0.92418,0.93158,0.94556,0.97575,0.43206,1.86638,0.67348,1.10788,9.92e-05,9.92e-05,9.92e-05
194,3075.35,1.08748,0.53352,0.91597,0.93649,0.94444,0.97659,0.43179,1.8728,0.68295,1.10901,8.93e-05,8.93e-05,8.93e-05
195,3114.63,1.01308,0.49956,0.88655,0.92289,0.94444,0.97508,0.43153,1.87654,0.68667,1.11025,7.94e-05,7.94e-05,7.94e-05
196,3130.41,1.03583,0.50681,0.89812,0.90427,0.93056,0.96102,0.42339,1.88015,0.68827,1.11163,6.95e-05,6.95e-05,6.95e-05
197,3146.12,1.00521,0.4975,0.88038,0.90342,0.90951,0.96107,0.42871,1.87771,0.68398,1.11096,5.96e-05,5.96e-05,5.96e-05
198,3161.52,1.0173,0.47766,0.89845,0.90309,0.906,0.96157,0.42688,1.87342,0.67723,1.10922,4.97e-05,4.97e-05,4.97e-05
199,3177.02,1.05881,0.48985,0.92814,0.90215,0.88889,0.94991,0.42906,1.86995,0.67414,1.10821,3.98e-05,3.98e-05,3.98e-05
