epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,21249.2,0.94657,0.38109,0.96683,0.97636,0.99225,0.98886,0.6197,1.25161,0.44667,1.13055,0.0002378,0.0002378,0.0002378
180,21307.2,0.94062,0.37873,0.9651,0.97657,0.99225,0.98776,0.62382,1.23468,0.44988,1.11996,0.0002279,0.0002279,0.0002279
181,21365.5,0.91785,0.37552,0.94337,0.97692,0.99225,0.98834,0.61745,1.24687,0.44965,1.12822,0.000218,0.000218,0.000218
182,21423.8,0.92074,0.37573,0.95617,0.96962,0.99225,0.98908,0.61762,1.27217,0.45611,1.14062,0.0002081,0.0002081,0.0002081
183,21482.1,0.92788,0.37276,0.94847,0.9693,0.99225,0.98916,0.6284,1.26056,0.45822,1.13389,0.0001982,0.0001982,0.0001982
184,21540.4,0.94519,0.3805,0.98746,0.96853,0.99225,0.98964,0.61581,1.28734,0.4624,1.14766,0.0001883,0.0001883,0.0001883
185,21598.3,0.91129,0.37934,0.95586,0.96786,0.99225,0.99028,0.62992,1.26974,0.46133,1.13871,0.0001784,0.0001784,0.0001784
186,21656.7,0.90923,0.37854,0.96049,0.97566,0.9845,0.98966,0.62474,1.26696,0.45837,1.13777,0.0001685,0.0001685,0.0001685
187,21714.9,0.90915,0.37018,0.94159,0.96964,0.99029,0.98951,0.62665,1.26342,0.45117,1.13629,0.0001586,0.0001586,0.0001586
188,21773.5,0.90281,0.37162,0.96809,0.96965,0.99073,0.98902,0.62729,1.26992,0.44928,1.13967,0.0001487,0.0001487,0.0001487
189,21832.2,0.89536,0.3668,0.94228,0.97692,0.9842,0.98884,0.62041,1.28747,0.45714,1.1496,0.0001388,0.0001388,0.0001388
190,21890.5,0.91341,0.37231,0.94482,0.96945,0.98397,0.98834,0.62437,1.29043,0.45841,1.1489,0.0001289,0.0001289,0.0001289
191,21948.7,0.90229,0.36123,0.98791,0.98462,0.99224,0.99272,0.61337,1.29183,0.45896,1.14924,0.000119,0.000119,0.000119
192,22006,0.88838,0.36263,0.97205,0.97595,0.9845,0.9889,0.6139,1.29459,0.45368,1.14979,0.0001091,0.0001091,0.0001091
193,22063.7,0.87888,0.3572,0.97733,0.9677,0.9845,0.9796,0.6039,1.29915,0.45162,1.15227,9.92e-05,9.92e-05,9.92e-05
194,22121.5,0.84584,0.34368,0.9688,0.9672,0.9845,0.98071,0.60424,1.31672,0.45823,1.16156,8.93e-05,8.93e-05,8.93e-05
195,22178.9,0.85613,0.34959,0.96626,0.9669,0.9845,0.98036,0.60471,1.31488,0.46105,1.15962,7.94e-05,7.94e-05,7.94e-05
196,22236.3,0.87351,0.35595,0.98154,0.9674,0.9845,0.98018,0.61847,1.29703,0.45349,1.15014,6.95e-05,6.95e-05,6.95e-05
197,22294.2,0.85885,0.34114,0.97196,0.97516,0.99225,0.99094,0.62158,1.29241,0.45216,1.14813,5.96e-05,5.96e-05,5.96e-05
198,22351.8,0.83395,0.34342,0.94988,0.98318,0.99225,0.99263,0.61733,1.29108,0.45234,1.14747,4.97e-05,4.97e-05,4.97e-05
199,22410.9,0.84353,0.33773,0.96899,0.97568,0.9845,0.98241,0.61631,1.28768,0.45174,1.14527,3.98e-05,3.98e-05,3.98e-05
200,22468.5,0.87309,0.35523,0.97847,0.97587,0.9845,0.9824,0.61298,1.28776,0.45203,1.14383,2.99e-05,2.99e-05,2.99e-05
